transpotation,start,-,-,-,end,-,-,-,-,-,-,-,-,,
type,date,country,region,type,type,date,country,region,type,time(Min),price,currency,memo,,
AirPlane,2023/3/6,BRA,Campinas,AirPort,2023/3/7,PRT,Lisbon,AirPort,7290,570,69245,JPY,-,,
Subway,2023/3/7,PRT,Lisbon,AirPort,2023/3/7,PRT,Lisbon,Central,5.9,40,1.45,EUR,-,,
Subway,2023/3/10,PRT,Lisbon,Central,2023/3/10,PRT,Lisbon,Station,2.3,10,1.45,EUR,-,,
Train,2023/3/10,PRT,Lisbon,Station,2023/3/10,PRT,Porto,Station,312,150,25.25,EUR,-,,
Bus,2023/3/11,PRT,Porto,Terminal,2023/3/11,ESP,Vigo,Terminal,154.9,140,14.9,EUR,-,,
Bus,2023/3/12,ESP,Vigo,Terminal,2023/3/12,ESP,Leon,Terminal,389,300,32,EUR,-,,
Bus,2023/3/13,ESP,Leon,Terminal,2023/3/13,ESP,Madrid,Terminal,340,210,34.09,EUR,North Terminal,,
Subway,2023/3/13,ESP,Madrid,Terminal,2023/3/13,ESP,Madrid,Central,8.2,20,1.5,EUR,-,,
Subway,2023/3/14,ESP,Madrid,Central,2023/3/14,ESP,Madrid,Central,3,10,1.5,EUR,Hospital,,
Subway,2023/3/17,ESP,Madrid,Central,2023/3/17,ESP,Madrid,Terminal,2.5,10,1.5,EUR,South Terminal,,
Bus,2023/3/17,ESP,Madrid,Terminal,2023/3/17,ESP,Córdoba,Terminal,397,290,34,EUR,-,,
Taxi,2023/3/17,ESP,Córdoba,Terminal,2023/3/17,ESP,Córdoba,Inn,3,5,5,EUR,-,,
Train,2023/3/18,ESP,Córdoba,Station,2023/3/18,ESP,Málaga,Station,166,90,37,EUR,-,,
Bus,2023/3/18,ESP,Málaga,Station,2023/3/18,ESP,Málaga,Central,3.6,10,1.35,EUR,-,,
Bus,2023/3/19,ESP,Málaga,Central,2023/3/19,ESP,Málaga,Terminal,3.6,10,1.35,EUR,-,,
Bus,2023/3/19,ESP,Málaga,Terminal,2023/3/19,ESP,Madrid,Terminal,537,300,23.81,EUR,South Terminal,,
Subway,2023/3/19,ESP,Madrid,Terminal,2023/3/19,ESP,Madrid,Inn,5,10,1.5,EUR,-,,
Train,2023/3/20,ESP,Madrid,Inn,2023/3/20,ESP,Madrid,AirPort,25.2,60,2.45,EUR,-,,
AirPlane,2023/3/20,ESP,Madrid,AirPort,2023/3/21,QAT,Doha,AirPort,5330,390,17886,JPY,NO_ENTRY,,
AirPlane,2023/3/21,QAT,Doha,AirPort,2023/3/21,MYS,Kuararunpool,AirPort,5912,450,20000,JPY,NO_ENTRY,,
AirPlane,2023/3/21,MYS,Kuararunpool,AirPort,2023/3/22,JPN,Osaka,AirPort,4909,360,20000,JPY,-,,
Train,2023/3/22,JPN,Osaka,AirPort,2023/3/22,JPN,Kobe,Station,92,120,2230,JPY,-,,
Train,2023/5/28,JPN,Kobe,Station,2023/5/28,JPN,Osaka,AirPort,92,120,2230,JPY,-,,
AirPlane,2023/5/29,JPN,Osaka,AirPort,2023/5/29,TWN,Taipei,AirPort,1704,170,21490,JPY,-,,
Train,2023/5/29,TWN,Taipei,AirPort,2023/5/29,TWN,Taipei,Central,44.6,36,150,TWD,-,,
Bus,2023/5/30,TWN,Taipei,Central,2023/5/30,TWN,Taipei,Museum,8.7,30,15,TWD,-,,
Bus,2023/5/30,TWN,Taipei,Museum,2023/5/30,TWN,Taipei,Central,8.7,30,15,TWD,-,,
Bus,2023/5/31,TWN,Taipei,Central,2023/5/31,TWN,Taipei,Terminal,2,10,15,TWD,-,,
Bus,2023/5/31,TWN,Taipei,Terminal,2023/5/31,TWN,Taichung ,Terminal,168,120,290,TWD,-,,
Train,2023/6/1,TWN,Taichung ,Station,2023/6/1,TWN,Tainan,Station,159,120,363,TWD,-,,
Train,2023/6/2,TWN,Tainan,Station,2023/6/2,TWN,Kaohsiung,Station,49.7,60,70,TWD,-,,
Bus,2023/6/3,TWN,Kaohsiung,Central,2023/6/3,TWN,Kaohsiung,Lake,8,30,12,TWD,-,,
Bus,2023/6/3,TWN,Kaohsiung,Lake,2023/6/3,TWN,Kaohsiung,AirPort,12.8,30,12,TWD,-,,
AirPlane,2023/6/3,TWN,Kaohsiung,AirPort,2023/6/3,PHL,Manila,AirPort,895,90,9834,JPY,-,,
UBER,2023/6/4,PHL,Manila,AirPort,2023/6/4,PHL,Manila,Inn,12.7,20,100,PHP,Grab,,
Subway,2023/6/4,PHL,Manila,Inn,2023/6/4,PHL,Manila,Central,3,10,15,PHP,-,,
Subway,2023/6/4,PHL,Manila,Central,2023/6/4,PHL,Manila,Inn,3,10,15,PHP,-,,
Bus,2023/6/5,PHL,Manila,Terminal,2023/6/5,PHL,Tagaitay,Stop,65.1,90,129,PHP,-,,
Tuktuk,2023/6/5,PHL,Tagaitay,Stop,2023/6/5,PHL,Tagaitay,Stop,4.8,15,80,PHP,Picnic globe,,
Tuktuk,2023/6/5,PHL,Tagaitay,Stop,2023/6/5,PHL,Tagaitay,Stop,4.8,15,100,PHP,-,,
Bus,2023/6/5,PHL,Tagaitay,Stop,2023/6/5,PHL,Manila,Central,65.1,90,118,PHP,-,,
Subway,2023/6/5,PHL,Manila,Central,2023/6/5,PHL,Manila,Inn,5,10,15,PHP,-,,
Bus,2023/6/6,PHL,Manila,Terminal,2023/6/6,PHL,Batangas,Port,106,120,268,PHP,-,,
Ferry,2023/6/6,PHL,Batangas,Port,2023/6/6,PHL,paratero,Port,34.3,120,425,PHP,-,,
Tuktuk,2023/6/6,PHL,paratero,Port,2023/6/6,PHL,Puerto Galera,Central,3.1,20,150,PHP,-,,
MotorCycle,2023/6/6,PHL,Puerto Galera,Central,2023/6/6,PHL,Puerto Galera,Beach,4.7,15,0,PHP,Rental,,
MotorCycle,2023/6/7,PHL,Puerto Galera,Central,2023/6/7,PHL,Puerto Galera,Beach,9.8,30,0,PHP,Rental,,
MotorCycle,2023/6/7,PHL,Puerto Galera,Beach,2023/6/7,PHL,Karaban,Port,60.6,140,0,PHP,Rental,,
MotorCycle,2023/6/7,PHL,Karaban,Port,2023/6/7,PHL,Bachoca,Beach,5.6,15,0,PHP,Rental,,
MotorCycle,2023/6/7,PHL,Bachoca,Beach,2023/6/7,PHL,Puerto Galera,Central,49.6,120,0,PHP,Rental,,
Tuktuk,2023/6/8,PHL,Puerto Galera,Central,2023/6/8,PHL,paratero,Port,3.1,20,100,PHP,-,,
Ferry,2023/6/8,PHL,paratero,Port,2023/6/8,PHL,Batangas,Port,34.2,90,620,PHP,-,,
Geepny,2023/6/8,PHL,Batangas,Port,2023/6/8,PHL,Mabini,Stop,36.1,90,50,PHP,-,,
Tuktuk,2023/6/8,PHL,Mabini,Stop,2023/6/8,PHL,Mabini,Inn,9,15,260,PHP,-,,
Tuktuk,2023/6/9,PHL,Mabini,Inn,2023/6/9,PHL,Mabini,Stop,6,10,250,PHP,-,,
Geepny,2023/6/9,PHL,Mabini,Stop,2023/6/9,PHL,Batangas,Terminal,36.1,90,65,PHP,-,,
Bus,2023/6/9,PHL,Batangas,Terminal,2023/6/9,PHL,Manila,Terminal,106,120,249,PHP,-,,
Bus,2023/6/9,PHL,Manila,Terminal,2023/6/9,PHL,Manila,Terminal,8,20,23,PHP,PITX,,
Bus,2023/6/9,PHL,Manila,Terminal,2023/6/9,PHL,dau,Terminal,105,150,250,PHP,-,,
Geepny,2023/6/9,PHL,dau,Terminal,2023/6/9,PHL,dau,Inn,2,5,20,PHP,-,,
Geepny,2023/6/10,PHL,dau,Inn,2023/6/10,PHL,Angeles,Central,4.4,20,25,PHP,-,,
Geepny,2023/6/10,PHL,Angeles,Central,2023/6/10,PHL,dau,Inn,4.4,20,25,PHP,-,,
Geepny,2023/6/10,PHL,dau,Inn,2023/6/10,PHL,dau,Terminal,2,5,25,PHP,-,,
Bus,2023/6/10,PHL,dau,Terminal,2023/6/10,PHL,Balanga,Terminal,76.5,90,188,PHP,-,,
Tuktuk,2023/6/10,PHL,Balanga,Terminal,2023/6/10,PHL,Balanga,Park,3.3,10,50,PHP,-,,
Tuktuk,2023/6/10,PHL,Balanga,Park,2023/6/10,PHL,Balanga,Inn,3.3,10,30,PHP,-,,
Tuktuk,2023/6/11,PHL,Balanga,Inn,2023/6/11,PHL,Balanga,Terminal,2,5,30,PHP,-,,
Bus,2023/6/11,PHL,Balanga,Terminal,2023/6/11,PHL,Manila,Central,158,160,295,PHP,-,,
Bus,2023/6/11,PHL,Manila,Terminal,2023/6/11,PHL,Manila,Terminal,11.5,20,28,PHP,PITX,,
Tuktuk,2023/6/11,PHL,Manila,Terminal,2023/6/11,PHL,Manila,Inn,1,5,100,PHP,-,,
Geepny,2023/6/11,PHL,Manila,Inn,2023/6/11,PHL,Manila,Central,5.1,10,25,PHP,SM Stop,,
Geepny,2023/6/11,PHL,Manila,Central,2023/6/11,PHL,Manila,Inn,5.1,10,25,PHP,-,,
Taxi,2023/6/12,PHL,Manila,Inn,2023/6/12,PHL,Manila,AirPort,3.4,15,300,PHP,inn service,,
AirPlane,2023/6/12,PHL,Manila,AirPort,2023/6/12,JPN,Osaka,AirPort,2626,230,20540,JPY,-,,
Train,2023/6/12,JPN,Osaka,AirPort,2023/6/12,JPN,Kobe,Station,92,120,2230,JPY,-,,
Train,2023/6/17,JPN,Kobe,Station,2023/6/17,JPN,Osaka,Station,47.9,50,770,JPY,-,,
Train,2023/6/17,JPN,Osaka,Station,2023/6/17,JPN,Ikeda,Station,19.7,20,260,JPY,-,,
Train,2023/6/17,JPN,Ikeda,Station,2023/6/17,JPN,Kobe,Station,27.5,25,400,JPY,-,,
Train,2023/6/18,JPN,Kobe,Station,2023/6/18,JPN,Sanomiya,Station,36.9,50,620,JPY,-,,
Train,2023/6/18,JPN,Sanomiya,Station,2023/6/18,JPN,Kobe,Station,36.9,50,620,JPY,-,,
Train,2023/6/21,JPN,Kobe,Station,2023/6/21,JPN,Osaka,Station,92,120,2230,JPY,-,,
AirPlane,2023/6/21,JPN,Osaka,AirPort,2023/6/21,VNM,Hà Nội,AirPort,3236,360,39950,JPY,-,,
Taxi,2023/6/22,VNM,Hà Nội,Inn,2023/6/22,VNM,Hà Nội,AirPort,1.8,5,10000,VND,-,,
AirPlane,2023/6/22,VNM,Hà Nội,AirPort,2023/6/22,GBR,London,AirPort,9251,815,39950,JPY,Heathrow,,
Train,2023/6/22,GBR,London,AirPort,2023/6/22,GBR,London,Central,27.35,40,8.6,GBP,Heathrow,,
Subway,2023/6/23,GBR,London,Central,2023/6/23,GBR,London,Museum,5.6,10,2.6,GBP,-,,
Bus,2023/6/23,GBR,London,Heritage,2023/6/23,GBR,London,AirPort,92,110,10,GBP,Gadowic,,
AirPlane,2023/6/24,GBR,London,AirPort,2023/6/24,ISL,Reykjavík,AirPort,1890,170,16360,JPY,Gadowic,,
Bus,2023/6/24,ISL,Reykjavík,AirPort,2023/6/24,ISL,Reykjavík,Inn,51.3,90,3295,ISK,-,,
Bus,2023/6/26,ISL,Reykjavík,Central,2023/6/26,ISL,Vorganes,Central,74.4,120,1980,ISK,-,,
Bus,2023/6/26,ISL,Vorganes,Central,2023/6/26,ISL,Reykjavík,Central,74.4,120,1980,ISK,-,,
Bus,2023/6/27,ISL,Reykjavík,Central,2023/6/27,ISL,Hahunarfi,Central,12.9,30,560,ISK,-,,
Bus,2023/6/27,ISL,Hahunarfi,Central,2023/6/27,ISL,Reykjavík,AirPort,40.6,60,1980,ISK,-,,
Bus,2023/6/27,ISL,Reykjavík,AirPort,2023/6/27,ISL,Reykjavík,Inn,51.3,90,2540,ISK,-,,
Bus,2023/6/28,ISL,Reykjavík,Inn,2023/6/28,ISL,Reykjavík,AirPort,51.3,90,3295,ISK,-,,
AirPlane,2023/6/28,ISL,Reykjavík,AirPort,2023/6/28,IRL,Dublin,AirPort,1500,155,23580,JPY,-,,
Bus,2023/6/28,IRL,Dublin,AirPort,2023/6/28,IRL,Dublin,Central,11.5,60,3,EUR,-,,
Train,2023/6/29,IRL,Dublin,Station,2023/6/29,IRL,wickrow,Station,66.3,60,0,EUR,EU Rail Pass,,
Train,2023/6/29,IRL,wickrow,Station,2023/6/29,GBR,Belfast,Station,166,120,0,EUR,EU Rail Pass,,
Bus,2023/7/1,GBR,Belfast,Terminal,2023/7/1,GBR,Belfast,Port,7.56,10,1,GBP,-,,
Ferry,2023/7/1,GBR,Belfast,Port,2023/7/1,GBR,Cairnryan,Port,79.8,140,32,GBP,-,,
Bus,2023/7/1,GBR,Cairnryan,Port,2023/7/1,GBR,Air,Central,71.9,75,4,GBP,-,,
Train,2023/7/1,GBR,Air,Station,2023/7/1,GBR,Glasgow,Station,58.5,60,0,GBP,EU Rail Pass,,
Train,2023/7/1,GBR,Glasgow,Station,2023/7/1,GBR,Edinburgh,Station,78.2,51,0,GBP,EU Rail Pass,,
Train,2023/7/1,GBR,Edinburgh,Station,2023/7/1,GBR,Glasgow,Station,78.2,51,0,GBP,EU Rail Pass,,
Train,2023/7/2,GBR,Glasgow,Station,2023/7/2,GBR,Edinburgh,Station,78.2,51,0,GBP,EU Rail Pass,,
Train,2023/7/2,GBR,Edinburgh,Station,2023/7/2,GBR,Cardiff,Station,629.25,540,0,GBP,EU Rail Pass,,
Train,2023/7/3,GBR,Cardiff,Station,2023/7/3,GBR,Merthyr Tydfil,Station,38.6,60,0,GBP,EU Rail Pass,,
Train,2023/7/3,GBR,Merthyr Tydfil,Station,2023/7/3,GBR,Cardiff,Station,38.6,60,0,GBP,EU Rail Pass,,
Train,2023/7/3,GBR,Cardiff,Station,2023/7/3,GBR,Swansea,Station,71.45,60,0,GBP,EU Rail Pass,,
Train,2023/7/3,GBR,Swansea,Station,2023/7/3,GBR,Cardiff,Station,71.45,60,0,GBP,EU Rail Pass,,
Train,2023/7/3,GBR,Cardiff,Station,2023/7/3,GBR,Bath,Station,88.51,90,0,GBP,EU Rail Pass,,
Train,2023/7/4,GBR,Bath,Station,2023/7/4,GBR,Southampton,Station,100.7,90,0,GBP,EU Rail Pass,,
Train,2023/7/4,GBR,Southampton,Station,2023/7/4,GBR,Winchester,Station,20.59,30,0,GBP,EU Rail Pass,,
Train,2023/7/4,GBR,Winchester,Station,2023/7/4,GBR,London,Station,133,120,0,GBP,EU Rail Pass,,
Bus,2023/7/4,GBR,London,Station,2023/7/4,GBR,London,Central,3.3,20,2.6,GBP,-,,
Train,2023/7/5,GBR,London,Station,2023/7/5,GBR,Dover,Station,125,65,0,GBP,EU Rail Pass,,
Ferry,2023/7/5,GBR,Dover,Port,2023/7/5,FRA,Calais,Port,79,90,30,EUR,-,,
Bus,2023/7/5,FRA,Calais,Port,2023/7/5,FRA,Calais,Central,4.8,10,0,EUR,EU Rail Pass,,
Train,2023/7/5,FRA,Calais,Central,2023/7/5,FRA,Lille,Station,110,75,0,EUR,EU Rail Pass,,
Subway,2023/7/5,FRA,Lille,Station,2023/7/5,FRA,Lille,Inn,2,5,1.8,EUR,-,,
Subway,2023/7/6,FRA,Lille,Inn,2023/7/6,FRA,Lille,Station,2,5,1.8,EUR,-,,
Train,2023/7/6,FRA,Lille,Station,2023/7/6,FRA,Amiens,Station,140,80,0,EUR,EU Rail Pass,,
Train,2023/7/6,FRA,Amiens,Station,2023/7/6,FRA,Lille,Station,140,80,0,EUR,EU Rail Pass,,
Bus,2023/7/6,FRA,Lille,Station,2023/7/6,FRA,Lille,Castle,2.6,10,1.8,EUR,-,,
Bus,2023/7/6,FRA,Lille,Castle,2023/7/6,FRA,Lille,Inn,2.6,10,1.8,EUR,-,,
Subway,2023/7/7,FRA,Lille,Inn,2023/7/7,FRA,Lille,Station,2,5,1.8,EUR,-,,
Train,2023/7/7,FRA,Lille,Station,2023/7/7,BEL,Tournai,Station,28,26,0,EUR,EU Rail Pass,,
Train,2023/7/7,BEL,Tournai,Station,2023/7/7,BEL,Namur,Station,120,70,0,EUR,EU Rail Pass,,
Train,2023/7/7,BEL,Namur,Station,2023/7/7,LUX,Luxemburg,Station,135,150,0,EUR,EU Rail Pass,,
Train,2023/7/7,LUX,Luxemburg,Station,2023/7/7,LUX,Luxemburg,Border,20,15,0,EUR,EU Rail Pass,,
Train,2023/7/7,LUX,Luxemburg,Border,2023/7/7,BEL,Arlon,Station,12,6,0,EUR,EU Rail Pass,,
Train,2023/7/7,BEL,Arlon,Station,2023/7/7,BEL,Namur,Station,131,95,0,EUR,EU Rail Pass,,
Bus,2023/7/7,BEL,Namur,Station,2023/7/7,BEL,Namur,Inn,3.1,10,2.6,EUR,-,,
Train,2023/7/8,BEL,Namur,Station,2023/7/8,BEL,Lirge,Station,63.2,47,0,EUR,EU Rail Pass,,
Bus,2023/7/8,BEL,Lirge,Central,2023/7/8,BEL,Lirge,Station,2,5,2.6,EUR,-,,
Train,2023/7/8,BEL,Lirge,Station,2023/7/8,BEL,Bruxelles,Station,95.1,55,0,EUR,EU Rail Pass,,
Train,2023/7/8,BEL,Bruxelles,Station,2023/7/8,BEL,Leuven,Station,29.7,21,0,EUR,EU Rail Pass,,
Train,2023/7/9,BEL,Leuven,Station,2023/7/9,BEL,Antwerpen,Station,65.6,50,0,EUR,EU Rail Pass,,
Train,2023/7/9,BEL,Antwerpen,Station,2023/7/9,NLD,Rotterdam,Station,101,90,0,EUR,EU Rail Pass,,
Train,2023/7/9,NLD,Rotterdam,Station,2023/7/9,NLD,Amsterdam,Station,76.5,73,0,EUR,EU Rail Pass,,
Train,2023/7/9,NLD,Amsterdam,Station,2023/7/9,NLD,Zaanse Schans,Station,17,28,0,EUR,EU Rail Pass,,
Train,2023/7/9,NLD,Zaanse Schans,Station,2023/7/9,NLD,Amsterdam,Station,17,28,0,EUR,EU Rail Pass,,
Tram,2023/7/9,NLD,Amsterdam,Station,2023/7/9,NLD,Amsterdam,Inn,1,5,3.5,EUR,-,,
Train,2023/7/10,NLD,Amsterdam,Station,2023/7/10,NLD,Arnhem,Station,96.6,60,0,EUR,EU Rail Pass,,
Train,2023/7/10,NLD,Arnhem,Station,2023/7/10,DEU,Duisburg,Station,104,150,0,EUR,EU Rail Pass,,
Train,2023/7/10,DEU,Duisburg,Station,2023/7/10,DEU,Keln,Station,73.2,36,0,EUR,EU Rail Pass,,
Train,2023/7/10,DEU,Keln,Station,2023/7/10,DEU,Essen,Station,72.7,60,0,EUR,EU Rail Pass,,
Train,2023/7/10,DEU,Essen,Station,2023/7/10,DEU,Osnabrück,Station,138,94,0,EUR,EU Rail Pass,,
Train,2023/7/11,DEU,Osnabrück,Station,2023/7/11,DEU,Hamburg,Station,231,110,0,EUR,EU Rail Pass,,
Train,2023/7/11,DEU,Hamburg,Station,2023/7/11,DEU,Lubeck,Station,68.1,46,0,EUR,EU Rail Pass,,
Train,2023/7/11,DEU,Lubeck,Station,2023/7/11,DEU,Hamburg,Station,68.1,46,0,EUR,EU Rail Pass,,
Train,2023/7/11,DEU,Hamburg,Station,2023/7/11,DEU,Flensburg,Station,160,124,0,EUR,EU Rail Pass,,
Bus,2023/7/11,DEU,Flensburg,Inn,2023/7/11,DEU,Flensburg,Central,3.1,6,2.9,EUR,-,,
Train,2023/7/12,DEU,Flensburg,Station,2023/7/12,DNK,Aarhus,Station,188,175,0,EUR,EU Rail Pass,,
Train,2023/7/12,DNK,Aarhus,Station,2023/7/12,DNK,Odense,Station,146,100,0,EUR,EU Rail Pass,,
Train,2023/7/12,DNK,Odense,Station,2023/7/12,DNK,Kopenhagen,Station,168,100,0,EUR,EU Rail Pass,,
Bike,2023/7/13,DNK,Kopenhagen,Central,2023/7/13,DNK,Kopenhagen,Central,3.4,15,0,DKK,-,,
Bike,2023/7/13,DNK,Kopenhagen,Central,2023/7/13,DNK,Kopenhagen,Central,2.3,10,0,DKK,-,,
Train,2023/7/13,DNK,Kopenhagen,Station,2023/7/13,DNK,Roskilde,Station,34.7,27,0,DKK,EU Rail Pass,,
Train,2023/7/13,DNK,Roskilde,Station,2023/7/13,DNK,Helsingor,Station,69.3,93,0,DKK,EU Rail Pass,,
Ferry,2023/7/13,DNK,Helsingor,Port,2023/7/13,SWE,Helsingborg,Port,10.7,20,49,DKK,-,,
Train,2023/7/14,SWE,Helsingborg,Station,2023/7/14,SWE,Milndal,Station,207,120,0,DKK,EU Rail Pass,,
Bus,2023/7/14,SWE,Milndal,Station,2023/7/14,SWE,Geteborg,Station,9.5,15,0,DKK,EU Rail Pass,,
Train,2023/7/14,SWE,Geteborg,Station,2023/7/14,NOR,Oslo,Station,298,210,0,DKK,EU Rail Pass,,
Bus,2023/7/14,NOR,Oslo,Station,2023/7/14,NOR,Oslo,Inn,1.3,5,0,DKK,24h ticket,,
Tram,2023/7/14,NOR,Oslo,Inn,2023/7/14,NOR,Oslo,Port,3.3,16,0,DKK,24h ticket,,
Boat,2023/7/14,NOR,Oslo,Port,2023/7/14,NOR,Oslo,Port,5.7,15,0,DKK,24h ticket,,
Boat,2023/7/14,NOR,Oslo,Port,2023/7/14,NOR,Oslo,Port,5.7,15,0,DKK,24h ticket,,
Tram,2023/7/14,NOR,Oslo,Port,2023/7/14,NOR,Oslo,Inn,3.3,16,0,DKK,24h ticket,,
Tram,2023/7/15,NOR,Oslo,Inn,2023/7/15,NOR,Oslo,Station,1.3,5,0,DKK,24h ticket,,
Train,2023/7/15,NOR,Oslo,Station,2023/7/15,NOR,Trondheim,Station,492,390,50,NOK,EU Rail Pass,,
Train,2023/7/15,NOR,Trondheim,Station,2023/7/16,NOR,Bodo,Station,701,600,50,NOK,EU Rail Pass,,
Bus,2023/7/16,NOR,Bodo,Stop,2023/7/16,NOR,Fauske,Stop,50,60,12,NOK,-,,
Bus,2023/7/16,NOR,Fauske,Stop,2023/7/16,NOR,Narvik,Stop,250,330,500,NOK,-,,
Train,2023/7/18,NOR,Narvik,Station,2023/7/18,SWE,Kiruna,Station,173,180,0,NOK,EU Rail Pass,,
Train,2023/7/18,SWE,Kiruna,Station,2023/7/18,SWE,Luleå,Station,343,240,0,SEK,EU Rail Pass,,
Bus,2023/7/18,SWE,Luleå,Station,2023/7/18,SWE,Luleå,Inn,4,10,36,SEK,-,,
Bus,2023/7/19,SWE,Luleå,Inn,2023/7/19,SWE,Luleå,Central,4,10,20,SEK,-,,
Train,2023/7/19,SWE,Luleå,Station,2023/7/19,SWE,Haparanda,Station,128,120,0,SEK,EU RAIL PASS,,
Walking,2023/7/19,SWE,Haparanda,Station,2023/7/19,FIN,Haparanda,Stop,0,5,0,SEK,Cross Border,,
Bus,2023/7/19,FIN,Haparanda,Stop,2023/7/19,FIN,Kemi,Stop,29.5,40,8,EUR,-,,
Train,2023/7/19,FIN,Kemi,Station,2023/7/19,FIN,Rovaniemi,Station,117,75,0,EUR,EU RAIL PASS,,
Train,2023/7/20,FIN,Rovaniemi,Station,2023/7/20,FIN,Oulu,Station,221,210,0,EUR,EU RAIL PASS,,
Train,2023/7/20,FIN,Oulu,Station,2023/7/20,FIN,Helsinki,Station,607,360,0,EUR,EU RAIL PASS,,
Bus,2023/7/20,FIN,Helsinki,Station,2023/7/20,FIN,Helsinki,Inn,3,10,3.1,EUR,-,,
Bus,2023/7/21,FIN,Helsinki,Inn,2023/7/21,FIN,Helsinki,Station,3,10,3.1,EUR,-,,
Train,2023/7/21,FIN,Helsinki,Station,2023/7/21,FIN,Joensuu,Station,436,280,0,EUR,EU RAIL PASS,,
Train,2023/7/21,FIN,Joensuu,Station,2023/7/21,FIN,Helsinki,Station,436,280,0,EUR,EU RAIL PASS,,
Bus,2023/7/21,FIN,Helsinki,Station,2023/7/21,FIN,Helsinki,Inn,3,10,3.1,EUR,-,,
Tram,2023/7/22,FIN,Helsinki,Station,2023/7/22,FIN,Helsinki,Park,2.7,10,0,EUR,24 ticket,,
Tram,2023/7/22,FIN,Helsinki,Park,2023/7/22,FIN,Helsinki,Catedral,3.4,10,0,EUR,24 ticket,,
Tram,2023/7/22,FIN,Helsinki,Catedral,2023/7/22,FIN,Helsinki,Inn,4.1,10,0,EUR,24 ticket,,
Tram,2023/7/22,FIN,Helsinki,Inn,2023/7/22,FIN,Helsinki,Beach,4.3,10,0,EUR,24 ticket,,
Tram,2023/7/22,FIN,Helsinki,Beach,2023/7/22,FIN,Helsinki,Port,3.1,10,0,EUR,24 ticket,,
Ferry,2023/7/22,FIN,Helsinki,Port,2023/7/22,EST,Tallinn,Port,85.6,120,26,EUR,-,,
Bus,2023/7/23,EST,Tallinn,Terminal,2023/7/23,EST,Parnu,Terminal,127,110,10,EUR,-,,
Bus,2023/7/23,EST,Parnu,Terminal,2023/7/23,LVA,Riga,Terminal,184,200,13,EUR,-,,
Bus,2023/7/24,LVA,Riga,Stop,2023/7/24,LVA,Sigulda,Stop,52.7,90,2.9,EUR,-,,
Train,2023/7/24,LVA,Sigulda,Station,2023/7/24,LVA,Riga,Station,52.7,70,2.1,EUR,-,,
Bus,2023/7/24,LVA,Riga,Station,2023/7/24,LTU,Vilnius,Station,295,270,21.23,EUR,-,,
Train,2023/7/25,LTU,Vilnius,Station,2023/7/25,LTU,Trakai,Station,27.5,35,0,EUR,EU RAIL PASS,,
Train,2023/7/25,LTU,Trakai,Station,2023/7/25,LTU,Lentvaris,Station,17,14,0,EUR,EU RAIL PASS,,
Train,2023/7/25,LTU,Lentvaris,Station,2023/7/25,LTU,Kaunas,Station,60,68,0,EUR,EU RAIL PASS,,
Bus,2023/7/25,LTU,Kaunas,Inn,2023/7/25,LTU,Kaunas,Lake,2.9,5,0.5,EUR,-,,
Bus,2023/7/25,LTU,Kaunas,Lake,2023/7/25,LTU,Kaunas,Inn,2.9,5,0.5,EUR,-,,
Bus,2023/7/26,LTU,Kaunas,Terminal,2023/7/26,POL,Białystok,Terminal,254,240,28,EUR,-,,
Train,2023/7/27,POL,Białystok,Station,2023/7/27,POL,Warszawa,Station,198,150,21.5,PLN,EU RAIL PASS,,
Subway,2023/7/27,POL,Warszawa,Station,2023/7/27,POL,Warszawa,Palace,3.2,10,0,PLN,20 min ticket,,
Bus,2023/7/27,POL,Warszawa,Palace,2023/7/27,POL,Warszawa,Park,5.6,20,0,PLN,75 min ticket,,
Bus,2023/7/27,POL,Warszawa,Park,2023/7/27,POL,Warszawa,Station,3.1,10,0,PLN,75 min ticket,,
Train,2023/7/27,POL,Warszawa,Station,2023/7/27,POL,Kraków,Station,299,135,21.5,PLN,EU RAIL PASS,,
Bus,2023/7/28,POL,Kraków,Station,2023/7/28,POL,Wrocław,Station,258,225,7,EUR,FLIX Bus,,
Tram,2023/7/28,POL,Wrocław,Station,2023/7/28,POL,Wrocław,Station,2.6,20,3,PLN,-,,
Train,2023/7/29,POL,Wrocław,Station,2023/7/29,POL,Wegliniec,Station,96.9,120,0,EUR,EU RAIL PASS,,
Train,2023/7/29,POL,Wegliniec,Station,2023/7/29,DEU,Gerlitz,Station,31.9,30,0,EUR,EU RAIL PASS,,
Train,2023/7/29,DEU,Gerlitz,Station,2023/7/29,DEU,Dresden,Station,110,96,0,EUR,EU RAIL PASS,,
Tram,2023/7/29,DEU,Dresden,Station,2023/7/29,DEU,Dresden,Palace,3.2,13,4,EUR,-,,
Train,2023/7/29,DEU,Dresden,Station,2023/7/29,DEU,Meisen,Station,42,37,0,EUR,EU RAIL PASS,,
Train,2023/7/29,DEU,Meisen,Station,2023/7/29,DEU,Dresden,Station,42,37,0,EUR,EU RAIL PASS,,
Train,2023/7/29,DEU,Dresden,Station,2023/7/29,DEU,Leipzig,Station,118,120,0,EUR,EU RAIL PASS,,
Train,2023/7/30,DEU,Leipzig,Station,2023/7/30,DEU,Erfurt,Station,146,40,0,EUR,EU RAIL PASS,,
Tram,2023/7/30,DEU,Erfurt,Station,2023/7/30,DEU,Erfurt,Catedral,3.5,15,2.5,EUR,-,,
